age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
44,Local-gov,193995,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
31,?,192939,Masters,14,Married-civ-spouse,?,Wife,White,Female,0,0,10,United-States,>50K
41,Private,139524,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Private,98605,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Private,492900,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
32,Private,179017,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
19,Private,283147,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,<=50K
36,Private,193722,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
36,Private,208102,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,4101,0,40,Mexico,<=50K
44,Private,192682,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,290895,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,80,United-States,<=50K
34,Local-gov,237543,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,18,El-Salvador,<=50K
39,Private,262580,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
53,Local-gov,95045,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,<=50K
26,Private,138317,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Poland,<=50K
40,Self-emp-not-inc,392885,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,Mexico,>50K
37,Self-emp-not-inc,341692,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
40,Private,184838,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Private,141557,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
23,Private,180060,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
24,Private,334470,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,55,United-States,<=50K
20,?,176860,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,<=50K
25,Private,267280,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
23,Local-gov,188988,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1980,40,United-States,<=50K
70,Self-emp-not-inc,197259,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,6418,0,20,United-States,>50K
31,Private,180850,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,>50K
34,Private,177495,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Germany,<=50K
33,Private,144567,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
44,Private,192255,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,25,United-States,>50K
70,Self-emp-inc,132871,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,25,United-States,<=50K
79,Self-emp-inc,200406,HS-grad,9,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
43,State-gov,383670,HS-grad,9,Never-married,Protective-serv,Not-in-family,Black,Male,4650,0,40,United-States,<=50K
61,Private,201162,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,8,United-States,>50K
47,Local-gov,212055,11th,7,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,<=50K
64,Private,157640,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
34,,161482,HS-grad,9,Never-married,,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Self-emp-not-inc,171216,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
23,Private,35645,11th,7,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,48,United-States,<=50K
53,Private,348947,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,<=50K
40,Private,170682,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,>50K
35,State-gov,347166,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Federal-gov,33301,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,10520,0,40,United-States,>50K
40,Private,34218,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,<=50K
38,Private,383725,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,148584,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Mexico,<=50K
49,Private,122206,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,174096,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
36,Private,297495,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1485,40,United-States,<=50K
33,Private,232950,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,State-gov,186452,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
27,Private,230510,11th,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,<=50K
23,Private,315476,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,Private,205700,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
42,Federal-gov,317022,Assoc-voc,11,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,>50K
53,Private,104084,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,50,United-States,<=50K
24,Private,209010,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
17,Private,168458,11th,7,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
40,Private,300087,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,234304,HS-grad,9,Never-married,Sales,Other-relative,Black,Male,0,0,35,United-States,<=50K
67,Private,348397,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,16,United-States,<=50K
59,Private,158684,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,<=50K
51,Local-gov,200277,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,2415,40,United-States,>50K
18,State-gov,361869,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,15,United-States,<=50K
33,Private,115688,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
46,Private,28035,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,146385,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K
56,Self-emp-inc,94214,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,42,Thailand,>50K
47,Self-emp-not-inc,18353,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,200096,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,40,United-States,>50K
34,Private,246464,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Local-gov,238516,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
22,,322960,Some-college,10,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K
22,,183594,HS-grad,9,Never-married,,Unmarried,White,Male,0,0,40,United-States,<=50K
22,Private,161478,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Columbia,<=50K
43,Private,145178,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1902,58,United-States,>50K
34,Private,69313,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
58,Private,160342,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
18,Private,36255,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,<=50K
62,Private,207685,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
49,Private,187248,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
42,Private,193494,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
41,Self-emp-not-inc,167280,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,60,?,<=50K
40,Private,469423,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
31,Private,177285,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,198200,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
43,Private,220884,10th,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Mexico,<=50K
51,Private,253114,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
54,Self-emp-not-inc,24723,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,>50K
32,Private,140011,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,>50K
19,Private,315974,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
60,Private,217062,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
36,Private,40315,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
42,Private,170230,Masters,14,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,40,?,<=50K
38,Private,207202,10th,6,Divorced,Exec-managerial,Unmarried,White,Female,0,2559,60,United-States,>50K
41,Private,282868,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K
26,Private,125487,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
40,Private,125854,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,2051,40,United-States,<=50K
63,Private,183740,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
50,Self-emp-inc,140363,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
43,Private,183231,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,123586,11th,7,Separated,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
34,Private,342766,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,99,United-States,>50K
40,Private,340902,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
27,Self-emp-not-inc,55418,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
21,Self-emp-inc,131262,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
31,Self-emp-not-inc,209352,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,3137,0,50,United-States,<=50K
47,Private,61384,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,38,United-States,<=50K
44,Private,203525,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,1980,45,United-States,<=50K
49,Private,203761,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K
38,Private,100356,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,27828,0,40,United-States,>50K
27,State-gov,194773,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,10,Germany,<=50K
39,Private,38975,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
29,?,371482,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,25,United-States,<=50K
41,Private,138962,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,32,United-States,<=50K
37,Private,52267,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28,Private,230574,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
56,Private,124771,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
24,Private,107923,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
53,Private,142075,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
39,Self-emp-inc,348091,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
27,Private,39477,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
46,Private,320752,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,60,China,>50K
36,Private,293225,HS-grad,9,Divorced,Tech-support,Other-relative,White,Female,0,0,40,Mexico,<=50K
32,Private,340917,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,,>50K
34,Local-gov,35321,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
61,State-gov,164435,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
47,Private,120281,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,48,United-States,<=50K
52,Private,135201,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
42,Self-emp-inc,153140,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,>50K
23,Private,182344,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
73,Private,295042,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,Black,Female,0,0,5,United-States,<=50K
72,Self-emp-not-inc,95881,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
53,Private,116338,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,>50K
41,Private,136797,HS-grad,9,Divorced,Adm-clerical,Other-relative,Black,Female,0,0,40,United-States,<=50K
31,Self-emp-not-inc,443046,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,356820,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K
38,Private,173474,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
39,Federal-gov,105803,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
44,Private,253474,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27,Private,291242,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
36,Local-gov,31023,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
46,Private,287515,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
48,Self-emp-not-inc,198096,HS-grad,9,Divorced,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
31,Private,199803,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,2174,0,50,United-States,<=50K
76,State-gov,111427,10th,6,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
52,Private,424261,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,10520,0,60,United-States,>50K
33,Private,42401,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,England,<=50K
26,Local-gov,199172,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K
37,Private,363253,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,Portugal,<=50K
20,Private,136020,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
33,Private,93283,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,35,United-States,>50K
45,Private,180041,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
46,Self-emp-inc,97176,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,2858,40,United-States,>50K
22,State-gov,219211,Some-college,10,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,183731,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
23,Private,575432,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
38,Self-emp-not-inc,32987,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,4386,0,50,United-States,>50K
37,Private,156057,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
58,Local-gov,32239,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
23,Private,350171,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
31,Private,168843,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
31,Private,56842,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,3325,0,40,United-States,<=50K
42,Private,209344,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
50,Local-gov,193721,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
50,Self-emp-inc,174854,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,232801,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Dominican-Republic,<=50K
32,Private,257288,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,60,United-States,<=50K
25,Private,224967,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
55,Private,117849,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
30,Private,317743,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
25,Private,143638,Bachelors,13,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,China,<=50K
27,Private,193806,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
45,Private,397446,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
41,Private,317365,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
39,Private,164026,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,Self-emp-not-inc,197862,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,2377,40,South,<=50K
17,Private,216656,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,12,United-States,<=50K
28,Private,245482,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
23,Private,139012,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,40,Vietnam,<=50K
55,Private,98948,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Self-emp-not-inc,81487,12th,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,<=50K
24,?,39636,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
21,Private,161767,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
43,Self-emp-not-inc,101563,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
33,Private,201322,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K
27,Private,113483,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
19,?,140985,Some-college,10,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K
26,Private,257125,11th,7,Never-married,Other-service,Unmarried,Black,Female,0,0,35,United-States,<=50K
22,?,175381,HS-grad,9,Married-civ-spouse,?,Other-relative,White,Female,0,0,40,United-States,<=50K
35,Private,177651,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1740,40,United-States,<=50K
40,Private,223763,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
42,Private,188436,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,>50K
23,Private,228993,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,48,United-States,<=50K
28,Private,141483,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
61,Self-emp-not-inc,155852,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,9386,0,60,United-States,>50K
19,,341609,Some-college,10,Never-married,,Own-child,White,Male,0,0,32,United-States,<=50K
39,Private,191971,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,2977,0,50,United-States,<=50K
30,Private,176569,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,1887,40,United-States,>50K
21,Private,140363,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K
59,Self-emp-inc,191329,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,15024,0,40,Taiwan,>50K
38,State-gov,100834,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,35,United-States,>50K
24,Private,300331,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States,<=50K
54,Private,251422,Some-college,10,Divorced,Sales,Not-in-family,Black,Female,0,0,40,United-States,<=50K
37,Private,193225,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
21,Self-emp-inc,163445,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
35,Private,204535,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,60,United-States,<=50K
49,Private,200734,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K
76,Private,238916,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K
38,Private,172571,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Private,170504,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
52,Private,111483,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
40,Private,125278,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,45,United-States,<=50K
44,Federal-gov,180096,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1977,40,United-States,>50K
61,Private,169624,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
23,Private,93735,Some-college,10,Never-married,Sales,Unmarried,White,Male,0,0,45,United-States,<=50K
44,Private,198261,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,<=50K
36,Private,127802,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,126196,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
43,Federal-gov,343406,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,>50K
33,State-gov,113324,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,1672,30,United-States,<=50K
37,Private,387940,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1848,40,United-States,>50K
20,Private,174063,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,126569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Local-gov,153886,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
39,Private,165324,9th,5,Never-married,Other-service,Unmarried,Black,Female,0,0,20,Haiti,<=50K
35,Private,181846,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3464,0,40,United-States,<=50K
24,Private,170070,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,281625,Some-college,10,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,42,United-States,<=50K
56,Self-emp-not-inc,327739,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
45,Private,275722,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
59,Private,134437,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,2635,0,40,United-States,<=50K
24,Private,212406,9th,5,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,24,Guatemala,<=50K
34,Private,202950,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
54,Private,141608,Some-college,10,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K
62,Local-gov,505787,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,40,United-States,<=50K
53,Local-gov,117480,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
46,Private,99971,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
42,Private,209460,Some-college,10,Divorced,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,>50K
46,Private,116635,Bachelors,13,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
27,Private,267429,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K
67,Federal-gov,153545,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
37,Private,22245,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,47,United-States,>50K
20,Private,391699,HS-grad,9,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K
50,Local-gov,118459,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
25,Private,247865,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
